Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
DISTRICT 06 - SANTA BARBARA,VENTURA,CA5601206,LIMONEIRA CO. - MCKEVETT,C,Private (other),9,36,2/1/17,NA,17-Feb,City of Santa Paula Water Dept.,CA5610011,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0408133,34.362875,Both,NA,NA,No,No,2,Yes,GWP,NA,GWP,GW,29321,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,84.93975903614458,15.060240963855422,1.2082853855005753,1.0356731875719216,0,0,0,97.7560414269275,55417,51.249902791066035,48.75009720893394,12.555202001838206,0.12905389724524663,0.37548721209475766,0.08363225699946399,0.0017241975728705685,85.4349124754822,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901439,CENTRO CHRISTIANO EVANGELISTICO,NTNC,Private (other),3,36,9/19/18,NA,18-Sep,City of Santa Rosa,CA4910009,City,Operating without a permit,NA,NA,NA,NA,NA,NA,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.737424,38.428867,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,173648,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,21.80094786729858,78.19905213270142,35.9375,2.34375,0.9765625,0,0,60.7421875,48042,45.99061751464025,54.009382485359794,52.49260658077575,2.2908193878676224,5.617787660442143,0.5339094714893573,0.5597335723099865,34.74916304843824,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901410,STOP N SAVE,NC,Private (other),1,50,3/28/19,NA,19-Mar,City of Santa Rosa,CA4910009,City,"No Permit, single source capacity",Multiple,1,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.768644,38.420033,Both,No permit came from excel data for issue whereas partnership tool said single source capacity,NA,No,No,2,Yes,GW,NA,GW,GW,173648,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,44.688995215311,55.311004784689,28.25497287522604,1.5822784810126582,5.492766726943942,0,0,56.35171790235082,107532,45.99061751464025,54.009382485359794,52.49260658077575,2.2908193878676224,5.617787660442143,0.5339094714893573,0.5597335723099865,34.74916304843824,NA
LPA87 - YOLO COUNTY,YOLO,CA5700600,FAST & EASY MART #54 - WATER,NC,Private (other),1,100,11/18/19,NA,19-Nov,City of Winters,CA5710005,City,bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.956556,38.530616,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7417,Community water system,1561.264685,2,NA,NA,Private ancillary,General purpose government,35.30927835051546,64.69072164948454,85.6990394877268,0,1.6008537886872998,0,0,12.700106723585913,134000,26.250816565811892,73.7491834341881,58.03034987507185,0.9625846598356262,1.0734583151256163e-4,0,0,39.69784298188456,97295.3087070143
DISTRICT 24 - TULARE,TULARE,CA5403010,VISALIA CITRUS PACKERS-WOODLAKE,NTNC,Private (other),3,150,5/26/17,NA,17-May,City of Woodlake,CA5410020,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.1314448,36.4131647,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7950,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,56.21052631578948,43.78947368421053,38.17330210772833,0,0.078064012490242,1.014832162373146,0,60.73380171740828,30424,50.26672902399857,49.73327097600144,6.581554558506328,0,2.155471520197674,0.003228997573927585,0.32724414366459775,90.13216364733977,50997.135097986604
LPA87 - YOLO COUNTY,YOLO,CA5700770,KENTUCKY AVENUE INDUSTRIAL,NC,Private (other),5,20,12/3/18,NA,18-Dec,City of Woodland,CA5710006,City,Nitrate,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.7738017,38.69236,Both,Excel data listed system type as NP,NA,No,No,2,Yes,GW,NA,GW,GW,60978,Community water system,32.68915922,1,1,NA,Private ancillary,General purpose government,37.58542141230068,62.414578587699324,68.4456304202802,0.5336891260840559,2.0013342228152102,0,0,29.01934623082055,76365,47.498052504719574,52.501947495280454,37.091722953103236,1.5892278761492178,7.869534390363857,0.517262844249853,0.15838015426544572,49.57087310540128,77146.57610708562
LPA87 - YOLO COUNTY,YOLO,CA5700649,WESTUCKY WATER ASSOC,C,Private (other),15,33,6/26/19,NA,19-Jun,City of Woodland,CA5710006,City,"Chromium VI, Nitrate, Bacti",Quality,0,1,0,0,0,CDBG,Voluntary Consolidation,Physical,Voluntary,NA,-121.7852554,38.69291977,Both,bacteria not listed as an issue in partnerships tool data,NA,No,No,2,Yes,GW,NA,GW,GW,60978,Community water system,72.11583822,1,1,NA,Private - type unknown,General purpose government,37.58542141230068,62.414578587699324,68.4456304202802,0.5336891260840559,2.0013342228152102,0,0,29.01934623082055,76365,47.498052504719574,52.501947495280454,37.091722953103236,1.5892278761492178,7.869534390363857,0.517262844249853,0.15838015426544572,49.57087310540128,77146.57610708562
DISTRICT 21 - VALLEY,SUTTER,CA5100176,CALVARY CHRISTIAN CENTER,NTNC,Private (other),1,245,10/22/18,NA,18-Oct,City of Yuba City,CA5110002,City,"historic nitrate, low level perchlorate",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.664779,-121.664779,Both,Instead of what is listed for issues here the partnership tool says low level nitrate,NA,No,No,2,Yes,GW,NA,GW,SW,73202,Community water system,949.5993908,1,NA,NA,Private ancillary,General purpose government,16.06217616580311,83.93782383419689,68.5981308411215,0,0,0,0,31.401869158878505,70208,54.58969951714426,45.41030048285579,42.372462278102425,2.7396484594811055,13.206215425239762,1.0348008927025012,0.31695230638920024,35.44743692922553,NA
DISTRICT 21 - VALLEY,SUTTER,CA5105009,SIKH TEMPLE GURDWARA,NC,Private (other),1,250,9/28/20,NA,20-Sep,CITY OF YUBA CITY,CA5110002,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.663289,39.16305,Both,Partnership tool lists no issues instead of nitrate,NA,No,No,2,Yes,GW,NA,GW,SW,73202,Community water system,1131.337294,1,NA,NA,Private ancillary,General purpose government,22.0125786163522,77.9874213836478,73.51724137931035,0.13793103448275862,7.310344827586207,0,0,18.344827586206897,84417,54.58969951714426,45.41030048285579,42.372462278102425,2.7396484594811055,13.206215425239762,1.0348008927025012,0.31695230638920024,35.44743692922553,NA
DISTRICT 03 - MENDOCINO,LAKE,CA1700516,LAKE COUNTY CSA 16 - PARADISE VALLEY,C,CSA,72,133,5/29/19,NA,19-May,Clearlake Oaks CWD,CA1710001,County Water District,Inadequate source capacity,Capacity,1,0,0,0,0,"IRWM, System funds",Voluntary Consolidation,Physical,Voluntary,NA,-122.753025,39.04182,Both,excel listed service connections is 72,NA,No,No,2,Yes,GW,NA,GW,SW,2359,Community water system,2899.864363,5,NA,NA,General purpose government,Special district,34.21926910299003,65.78073089700996,66.16231086657497,0.1375515818431912,20.495185694635488,0,0,10.041265474552958,70221,32.95351239407056,67.04648760592944,82.46711336129181,0.053427022623895586,2.7454210983400205,1.2146078856879585,0,13.313040055690006,55323.42238926284
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301566,LAKE CAHUILLA COUNTY PARK,NC,County (other),61,500,8/10/17,NA,17-Aug,Coachella Valley Water District:  Cove Community,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.276955,33.630365,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,297500,Community water system,NA,NA,NA,NA,Public ancillary,Special district,27.474747474747474,72.52525252525253,47.62237762237762,0.13986013986013987,4.755244755244755,4.685314685314685,0,35.73426573426573,47604,29.817103617199326,70.18289638280062,38.61750736854416,2.0893908898692137,3.273024792618981,0.25628403418929013,0.079576815517128,53.91034899039083,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301153,"CVUSD, WESTSIDE SCHOOL",NTNC,School,11,975,2/10/21,NA,21-Feb,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"CHROMIUM 6, COLIFORM",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.229993,33.641433,Both,Partnership tool just lists coliform,NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,Public ancillary,Special district,6.193078324225866,93.80692167577413,20.322043309272626,0,0,0,0,79.67795669072737,67171,29.817103617199326,70.18289638280062,38.61750736854416,2.0893908898692137,3.273024792618981,0.25628403418929013,0.079576815517128,53.91034899039083,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301276,THERMAL MUTUAL WATER COMPANY,C,MWC,36,100,2/10/21,NA,21-Feb,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"CHROMIUM 6, COLIFORM",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.2118438,33.65657888,Both,"Excel data said chromium was issue, partnerships tool said Coliform listing both here",NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,Nonprofit private,Special district,24.649298597194388,75.35070140280561,0.718562874251497,0,0,0,0,99.28143712574851,13974,29.817103617199326,70.18289638280062,38.61750736854416,2.0893908898692137,3.273024792618981,0.25628403418929013,0.079576815517128,53.91034899039083,NA
DISTRICT 20 - RIVERSIDE,IMPERIAL,CA1310011,COACHELLA VWD: I.D. NO. 11,C,County Water District,2776,7500,2/25/21,NA,21-Feb,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,None,None,0,0,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,NA,NA,Excel,"Recently done,  not in partnership tool yet",NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,0,1,1,NA,Special district,Special district,42.01183431952663,57.98816568047337,30.63973063973064,0,0,0,0,69.36026936026936,NA,29.817103617199326,70.18289638280062,38.61750736854416,2.0893908898692137,3.273024792618981,0.25628403418929013,0.079576815517128,53.91034899039083,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303100,OASIS GARDENS WATER CO.,NC,MHP,160,314,3/9/21,NA,21-Mar,COACHELLA VWD: COVE COMMUNITY,CA3310001,County Water District,"ARSENIC, CHROMIUM 6",Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-116.1504896,33.549898,Both,Excel data had different receiving system ID number (CA3310002) but tool has this one and based on internet research that is the correct one,NA,No,No,5,Coachella,GW,NA,GW,GW,297500,Community water system,90.07701962,2,1,NA,Private ancillary,Special district,19.4300518134715,80.56994818652849,3.497757847533632,0,0,0.7623318385650224,0,95.73991031390135,22609,29.817103617199326,70.18289638280062,38.61750736854416,2.0893908898692137,3.273024792618981,0.25628403418929013,0.079576815517128,53.91034899039083,NA
DISTRICT 03 - MENDOCINO,LAKE,CA1700544,COBB AREA CWD - BONANZA SPRINGS,C,CSA,180,594,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Fire impacts,Disaster,0,0,0,1,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.698112,38.8619308,Both,"On yearly excel sheets listed as none for issues. Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,2625.212513,5,NA,NA,General purpose government,Special district,14.692982456140353,85.30701754385966,89.53488372093024,1.9767441860465116,0,0,0,3.953488372093023,52287,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700501,ADAMS SPRINGS WATER DISTRICT,C,Water District,77,99,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,historic E.coli issues and source capacity,Multiple,1,1,0,0,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7276252,38.84671579,Both,Changed date to match others and what is in success story but originally said june,NA,No,No,9,Cobb,GWP,NA,GWP,GW,3308,Community water system,10.14807361,2,NA,NA,Special district,Special district,11.224489795918368,88.77551020408163,88.88888888888889,0,0,0,0,11.11111111111111,138138,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700526,PINE GROVE WATER SYSTEM,C,Private (other),90,352,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,"TMF failures, under receivership",TMF Capacity,0,0,1,0,0,Technical Assistance/SWRCB,Regionalization,Physical,Voluntary,NA,-122.730287,38.829578,Both,Changed date to match others and what is in success story but originally said may,NA,No,No,9,Cobb,GWP,NA,GWP,GW,3308,Community water system,372.455628,3,NA,NA,Private - type unknown,Special district,30.129870129870127,69.87012987012987,99.74489795918367,0.12755102040816327,0,0,0,0.12755102040816327,52176,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700542,Branding Iron Mutual*,C,MWC,27,90,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.721253,38.822877,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,NA,NA,NA,NA,Nonprofit private,Special district,30.129870129870127,69.87012987012987,99.74489795918367,0.12755102040816327,0,0,0,0.12755102040816327,52176,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700563,Lake County CSA 22 - Mount Hannah^,C,CSA,39,95,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.729131,38.88741,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story System number for managerial consolidation was different. CA1700563",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,3839.753913,10,NA,NA,General purpose government,Special district,14.692982456140353,85.30701754385966,89.53488372093024,1.9767441860465116,0,0,0,3.953488372093023,52287,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700574,Lake County CSA 18 - Starview^,C,CSA,64,172,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.701879,38.817775,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that).Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,98.5212273,2,NA,NA,General purpose government,Special district,9.49367088607595,90.50632911392405,90.61135371179039,1.0917030567685588,0,0.8733624454148471,0,1.5283842794759825,45804,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700552,Hill Nine and Ten*,C,MWC,17,50,8/18/18,Aug.2018,18-Aug,Cobb Area County Water District,CA1710012,County Water District,"Valley Fire impacted, storage and source capacity",Multiple,1,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7519933,38.905975,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,5921.414589,12,NA,NA,Nonprofit private,Special district,14.692982456140353,85.30701754385966,89.53488372093024,1.9767441860465116,0,0,0,3.953488372093023,52287,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
DISTRICT 03 - MENDOCINO,LAKE,CA1700530,Cobb mountain water company,NP,IOU,64,76,21-Jul,NA,21-Jul,Cobb area water,CA1710012,County Water District,Valley Fire impacted,NA,NA,NA,NA,NA,NA,NA,Regionalization,Physical,Voluntary,NA,NA,NA,OTHER,Added to cobb area water regionalization project according to success story,"Yes, consolidation completed, will be added to map next q",No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,681.4420801,3,NA,NA,IOU,Special district,30.129870129870127,69.87012987012987,99.74489795918367,0.12755102040816327,0,0,0,0.12755102040816327,52176,15.96873508929584,84.03126491070417,91.13350611816534,0.026384200667656135,0,9.303163539882658e-6,0,8.840037581649579,116565.19838303009
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303085,"HITS, INC. - OOB",NC,Private (other),5,900,8/10/17,NA,17-Aug,CVWD,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.2191162,33.7122802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,297500,Community water system,1354.984314,3,1,NA,Private ancillary,Special district,30.39772727272727,69.60227272727273,1.7406962785114044,2.100840336134454,0,0,0,92.43697478991596,21250,29.817103617199326,70.18289638280062,38.61750736854416,2.0893908898692137,3.273024792618981,0.25628403418929013,0.079576815517128,53.91034899039083,NA
DISTRICT 24 - TULARE,TULARE,CA5400957,WEST GOSHEN MUTUAL WATER CO,C,MWC,100,400,NA,14-Jun,16-Jan,CWS - VISALIA,CA5410016,IOU,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/west_goshen_mwc.pdf,-119.4615901,36.34898964,Tool,Consolidation success story says complete din 2016. No month so listed january since only using years.,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,4303.313818,1,NA,NA,Nonprofit private,IOU,56.41025641025641,43.58974358974359,22.801635991820042,0,0,0,0,75.4601226993865,29189,41.999174906546784,58.00082509345319,37.37143479429046,2.2085400121710665,5.6975882130002296,0.41947342347970623,0.03494044422763701,52.602877894620015,NA
DISTRICT 24 - TULARE,TULARE,CA5400966,WESTLAKE VILLAGE MHP,C,MHP,137,350,2/15/17,NA,17-Feb,CWS-Visalia,CA5410016,IOU,Water outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3183382,36.2877026,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,9.244496013,2,NA,NA,Private ancillary,IOU,7.6238881829733165,92.37611181702668,51.8096182449182,0.04957858205255329,7.139315815567675,0.34705007436787305,0,32.573128408527516,86750,41.999174906546784,58.00082509345319,37.37143479429046,2.2085400121710665,5.6975882130002296,0.41947342347970623,0.03494044422763701,52.602877894620015,NA
DISTRICT 24 - TULARE,TULARE,CA5400570,CHINOWTH APARTMENTS,C,Private (other),10,28,4/1/17,Mar.2017,17-Apr,CWS-Visalia,CA5410016,IOU,Water Outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.334984,36.325368,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,NA,NA,NA,NA,Private ancillary,IOU,95.94594594594594,4.054054054054054,33.68580060422961,5.53877139979859,1.7119838872104733,1.3595166163141994,0,50.85599194360524,31616,41.999174906546784,58.00082509345319,37.37143479429046,2.2085400121710665,5.6975882130002296,0.41947342347970623,0.03494044422763701,52.602877894620015,NA
NA,TULARE,CA5400553,TRAVER WATER LLC,C,IOU,180,500,NA,NA,15-Aug,DEL ORO TRAVER DISTRICT,CA5400553,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,Moved from private to IOU in 2015,"confirm ""managerial consolidation"" definition",No,Yes,NA,Yes,NA,GW,GW,GW,660,Community water system,NA,NA,NA,NA,IOU,IOU,49.72375690607735,50.27624309392266,8.266666666666666,0,0.26666666666666666,0,0,88.8,48194,49.72375690607734,50.27624309392266,8.266666666666666,0,0.26666666666666666,0,0,88.80000000000001,48194
NA,SHASTA,CA4500022,"HAT CREEK WATER COMPANY, LLC",C,IOU,62,198,19-Aug,NA,19-Aug,DEL ORO WATER CO. - HAT CREEK DISTRICT,CA4500022,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,NA,"confirm ""managerial consolidation"" definition",No,Yes,NA,Yes,NA,SW,SW,SW,205,Community water system,NA,NA,NA,NA,IOU,IOU,24.58471760797342,75.41528239202658,96.07843137254902,0.1400560224089636,0.42016806722689076,0,0,3.361344537815126,58665,26.700815409064155,73.29918459093584,94.78384580834015,0.44718004274374507,0.33396950682916465,0.25189265535051764,0,3.2175234745594383,57982.67072756419
DISTRICT 21 - VALLEY,BUTTE,CA0400091,BUZZTAIL COMMUNITY SERVICE DISTRICT,C,CSD,30,99,NA,NA,15-Nov,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Bought in 2015, previously CSD","No records of change in ECM, would need to email district",No,No,NA,Yes,GW,GW,GW,GW,99,Community water system,NA,NA,NA,NA,Special district,IOU,10.150375939849624,89.84962406015038,92.06963249516441,0,5.609284332688588,0,0,0,92682,10.150561825830454,89.84943817416953,92.06942917346919,0,5.609151150999422,0,0,0,92682.77566561829
NA,GLENN,CA1100404,BLACK BUTTE WATER CO.,C,IOU,87,249,NA,NA,15-Sep,DEL ORO WC - BLACK BUTTE DISTRICT,CA1100404,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Acquired in 2015, to IOU Private water company previously but owner died and children didn't want to operate it","Black Butte Water Co CA4700832 is inactive, the physical location was 316 Pony Trail, Mt Shasta, CA 96067, far from Del Oro BB - which the boundary map shows to be (Orleans, CA)",No,Yes,NA,Yes,NA,GW,GW,GW,284,Community water system,407.0287487,1,NA,NA,IOU,IOU,25.38860103626943,74.61139896373057,28.88700084961767,0,0,1.7841971112999149,0,63.2965165675446,42468,17.801047120418847,82.19895287958116,73.03167420814479,0,1.9909502262443437,0,0,24.16289592760181,63654
NA,TEHAMA,CA5200574,LARKSPUR MEADOWS WATER CO.,C,IOU,31,70,NA,NA,17-Mar,DEL ORO WC - LARKSPUR MEADOWS,CA5200574,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"2016, private to IOU","No records of change in ECM, would need to email district",No,Yes,NA,Yes,NA,GW,GW,GW,112,Community water system,NA,NA,NA,NA,IOU,IOU,65.40469973890339,34.595300261096604,76.00216684723728,0.37919826652221017,0.6500541711809318,5.90465872156013,0,14.517876489707476,26270,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303012,"BEL AIR GREENS, LP",NC,Private (other),1,150,4/18/17,NA,17-Apr,Desert Water Agency,CA3310005,Special Act District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.5115683,33.8081936,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,89232,Community water system,NA,NA,NA,NA,Private ancillary,Special district,29.575402635431917,70.42459736456809,71.85454545454546,0.8727272727272728,1.9636363636363636,1.309090909090909,0.6545454545454545,21.672727272727276,63295,39.660611293433675,60.339388706566375,47.286918583597355,5.3411558594110256,4.110660693375352,0.7118031047884814,0.2316409866796051,39.9909452638158,NA
LPA37- Contra Costa County,CONTRA COSTA,CA0707602,BEACON WEST,C,MHP,17,45,1/1/18,Dec.2017,18-Jan,Diablo Water District,CA0710007,County Water District,Arsenic,Quality,0,1,0,0,0,LWS funded,Voluntary Consolidation,Physical,Voluntary,NA,-121.744998,37.960949,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,40144,Community water system,1575.085753,3,NA,NA,Private ancillary,Special district,15.945330296127564,84.05466970387245,68.51664984863774,2.0181634712411705,3.3299697275479314,0,0,23.81432896064581,35721,24.09068765226517,75.90931234773487,45.86220906533749,7.336592936341198,7.397950128318105,0.7988507179147342,1.621472371247223,30.484148850324406,NA
LPA34- Butte County,BUTTE,CA0400066,DURHAM UNIFIED SCHOOL DISTRICT,NTNC,School,18,1200,8/30/17,NA,17-Aug,Durham Irrigation,CA0410003,Irrigation District,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.8020703,39.6475502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1561,Community water system,181.6410466,1,1,NA,Public ancillary,Special district,22.727272727272727,77.27272727272727,92.8895612708018,0,4.387291981845689,0,0,2.723146747352496,103462,38.06967939262363,61.930320607376366,82.28976705380288,8.127774555303349,2.079418741385594,0,0,1.0432681588904533,NA
